1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium_ID,Medium_nev,Partner_ID,Név,Vegtulaj_1_ID,Vegtulaj_1,Vegtulaj_2_ID,Vegtulaj_2,Vegtulaj_3_ID,Vegtulaj_3,Vegtulaj_4_ID,Vegtulaj_4,Vegtulaj_5_ID,Vegtulaj_5,Vegtulaj_6_ID,Vegtulaj_6,Vegtulaj_7_ID,Vegtulaj_7,Vegtulaj_8_ID,Vegtulaj_8,Vegtulaj_9_ID,Vegtulaj_9,Vegtulaj_10_ID,Vegtulaj_10,Vegtulaj_11_ID,Vegtulaj_11,Vegtulaj_12_ID,Vegtulaj_12,Vegtulaj_13_ID,Vegtulaj_13,Vegtulaj_14_ID,Vegtulaj_14,Vegtulaj_15_ID,Vegtulaj_15,Vegtulaj_16_ID,Vegtulaj_16,Vegtulaj_17_ID,Vegtulaj_17,Vegtulaj_18_ID,Vegtulaj_18,Vegtulaj_19_ID,Vegtulaj_19,Vegtulaj_20_ID,Vegtulaj_20,Vegtulaj_21_ID,Vegtulaj_21
33314,Új Dunántúli napló,90181,Axel Springer- Magyarország Korlátolt Felelősségű Társaság,1352,Bérczi Zsuzsanna,1347,Dr. Bayer József,1427,Axel Springer Verlag AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33340,Új Néplap,90181,Axel Springer- Magyarország Korlátolt Felelősségű Társaság,1352,Bérczi Zsuzsanna,1347,Dr. Bayer József,1427,Axel Springer Verlag AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33344,Újbuda ,91842,Média 11. Tömegkommunikációs és Szolgáltató Korlátolt Felelősségű Társaság,1027,Budapest XI. kerület Önkormányzata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33382,Üzleti 7,199037,Kamarapressz Kiadó és Szolgáltató Közhasznú Társaság,1975,Budapesti Kereskedelmi és Iparkamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33405,Életképek (Városházi napló),999999,Egyéb üzemeltető,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33417,Vas népe,93510,Vas Népe Reklám-Propaganda és Kiadói Betéti Társaság,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33427,Vasárnapi hírek,199017,EKH Egyesült Kiadói Holding Korlátolt Felelősségű Társaság,2031,SETARA Stiftung Alapítvány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33477,Veszprémi 7 nap,199050,MULTIVIZIÓ-VESZPRÉM Lapkiadó Korlátolt Felelősségű Társaság,1637,K & K Medien und Handels GmbH. & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33499,Világgazdaság,93186,Zöld Újság Tömegkommunikációs és Kiadói Zártkörűen Működő Részvénytársaság,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33543,XIII. kerületi hírnök ,92645,Sprint Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,1117,Machos Ferenc,1118,Machos Ferencné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33560,Zalai hírlap,93165,Zalai Hírlap Kiadói Betéti Társaság,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33570,Zemplén szuperinfó,199026,"""GLÓBUSZ TRAVEL MISKOLC"" Utazási Iroda Korlátolt Felelősségű Társaság",1789,Angyal György,1788,Angyal Enikő,1790,Angyalné Tündik Tünde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33636,Szuperinfó (lapcsoport) ,199028,H + P Szuperinfó Hirdetésszervező és Szolgáltató Korlátolt Felelősségű Társaság,1834,Pfundt Gábor,1835,Pfundtné Holló Éva Mária,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34353,Portfolio ingatlan magazin (Resource),199055,ÚJ VILÁG LAPKIADÓ Kereskedelmi és Szolgáltató Kft.,1878,New World Publishing Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35632,Hajdúszoboszló szuperinfó,199071,ZEPHYR 2000 Kereskedelmi és Szolgáltató Betéti Társaság,1667,Vaszkó Attila,2037,Vaszkó Antalné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35672,Maraton Lapcsoport (lapcsoport) ,199050,MULTIVIZIÓ-VESZPRÉM Lapkiadó Korlátolt Felelősségű Társaság,1637,K & K Medien und Handels GmbH. & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36084,Vasárnap reggel (lapcsoport) ,90181,Axel Springer- Magyarország Korlátolt Felelősségű Társaság,1352,Bérczi Zsuzsanna,1347,Dr. Bayer József,1427,Axel Springer Verlag AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36209,Debreceni szuperinfó ,96100,"Krekk-Info Reklám, Terjesztési és Szolgáltató Nonprofit Korlátolt Felelősségű Társaság",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36222,Hajdúsági szuperinfó ,96100,"Krekk-Info Reklám, Terjesztési és Szolgáltató Nonprofit Korlátolt Felelősségű Társaság",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36273,Szeged körzeti szuperinfó,97348,Gulipán 93 Kereskedelmi és Szolgáltató Betéti Társaság,1591,Németh Gábor,1696,Sipos Ferenc,1609,Túri Tibor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36648,Nyugat-balatoni szuperinfó ,99632,Tel-Info Informatikai és Szolgáltató Betéti Társaság,1158,Rigó János,1159,Rigó Jánosné,1095,Iski Zsolt Ferenc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36675,Siófoki szuperinfó,999999,Egyéb üzemeltető,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39901,Békés Megyei Nap,199042,Körösi Napvilág Korlátolt Felelősségű Társaság,1938,Dr. Békéssy Györgyné,1939,Dr. Kőváry E. Péter,1947,Gyurkóné Nagy Ágnes,1961,Rozsnyai Sándor,1930,Békés Megyei Vízművek Vállalat,1956,Petőfi Mezőgazdasági Termelőszövetkezet,2022,Mezőhegyesi Állami Ménesbirtok Részvénytársaság,1929,Békés Megyei Általános Építőipari és Vállalkozási Rt.,1972,Békési Gabona Részvénytársaság,,,,,,,,,,,,,,,,,,,,,,,,
39903,Cash-Flow,199008,Cash-Flow Kiadó Kft,1750,Voksán György,1723,Johanna und Ferenc Papp GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39904,Déli Hírlap,199010,Déli Hírlap Korlátolt Felelősségű Társaság,1950,Kiss László,2009,Bre-Wor Holding Kft.,1941,ELEKTRON EXTRA Kereskedelmi KFT,1498,Miskolc Önkormányzata,1989,Inventfau Kft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39906,Komárom-Esztergom megyei Hírlap,95902,Komáromi Nyomda és Kiadó Korlátolt Felelősségű Társaság,1578,Kovács Jánosné,1725,Józsáné Schmelcz Zsuzsanna,1718,Gyimesi Ferenc,1709,Csuport Lajosné,1721,Horváth Lászlóné,1738,Nagy Tiborné,1577,Kovács János Ferenc,1744,Szabó Imréné,,,,,,,,,,,,,,,,,,,,,,,,,,
39908,Napi Magyarország,199044,Mahir Kiadó Korlátolt Felelősségű Társaság,1992,MAHIR Magyar Hirdető Rt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32966,Szabadság,92404,Progressio Lapkiadó és Szolgáltató Kft.,1589,MUNKÁSPÁRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36691,Zalaegerszegi 7 nap,91798,Grátisz Kft.,1637,K & K Medien und Handels GmbH. & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32035,Magyar Demokrata,999999,Egyéb üzemeltető,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32047,Magyar Fórum,999999,Egyéb üzemeltető,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
